ConcernCode;ent_RechtsVorm_ent_RechtsVorm;c_naam;jaar;omzet_jeugdwet;omzet_totaal;eigen_vermogen;totaal_passiva;vlot_act;liq_mid;pers_kost_tot;kort_schulden;Bedrijfsresultaat;Nettowinst;jeugdwet_clienten;kosten_tot;qPersVerloopTot_InstroomFte;qPersVerloopTot_UitstroomFte;qPersTotTot_AantalFte;percentage_omzet_uit_jeugdwet;current_ratio;solvabiliteit;Weerstand;Vermogen_boven_15procent;percentage_bedrijfsresultaat;percentage_nettowinst;percentage_personeelskosten
23F5BD68JC;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Viverè Coaching B.V.;2019;273024;724827;1;287033;285958;182046;133885;0;269565;215452;0;455262;4;1;6;0,37667471;#GETAL!;3,48392E-06;1,37964E-06;-108723,05;0,371902537;0,297246101;0,184713042
279DQ5GAZW;Vennootschap onder firma (VoF);Zorgboerderij de Buorren (V.O.F.);2019;1165520;1539973;-64858;1006084;343063;0;1412448;753803;-90288;-102197;56;1630261;5,5;1;5;0,756844438;0,455109624;-0,06446579;-0,042116323;-295853,95;-0,058629599;-0,066362852;0,917190107
279DQ5GAZW;Vennootschap onder firma (VoF);Zorgboerderij de Buorren (V.O.F.);2018;931442;1266803;212661;963774;258306;0;727103;400092;133155;107677;41,6;1133648;14;14;6;0,735269809;0,645616508;0,220654427;0,167872195;22640,55;0,105111055;0,084999009;0,573966907
2CVGBNQFBL;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Hachiko-kids B.V.;2019;156598;156598;28464;37078;33926;31926;18137;0;14512;11987;0;142086;1,5;0;1,5;1;#GETAL!;0,767678947;0,181764773;4974,3;0,092670404;0,076546316;0,115818848
2F6T994S5W;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Dikke Duim! B.V.;2019;328842;328842;177;111142;110723;31862;0;0;-37;480;0;328879;3,75;0;3,75;1;#GETAL!;0,001592557;0,000538252;-49149,3;-0,000112516;0,001459668;0
2FJ775FMWQ;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Educatieve zorgboerderij Landelijk leven B.V.;2019;231045;480083;120907;172800;114550;46622;88956;0;209220;209220;0;270863;4,22;0,88;6,47;0,481260532;#GETAL!;0,699693287;0,251846035;48894,55;0,435799643;0,435799643;0,18529296
2FJ775FMWQ;Eenmanszaak;Educatieve zorgboerderij Landelijk leven (Eenmanszaak);2018;168970;305017;133035;149287;87815;40384;87745;0;122497;89807;0;182520;2;0,5;4,25;0,553969123;#GETAL!;0,891135866;0,436156018;87282,45;0,401607124;0,294432769;0,28767249
2KNMNZJXFN;Vennootschap onder firma (VoF);Zorgboerderij Erve Wessels V.O.F.;2019;206268;314236;240350;382024;198880;183147;0;0;203102;197451;0;111134;0;0;0;0,656411105;#GETAL!;0,629148954;0,764870989;193214,6;0,646335875;0,628352576;0
2KNMNZJXFN;Vennootschap onder firma (VoF);Zorgboerderij Erve Wessels V.O.F.;2018;205114;280871;233670;341317;192754;166656;0;0;151482;146622;0;129389;0;0,33;0,66;0,730278313;#GETAL!;0,684612838;0,831947762;191539,35;0,539329443;0,522026126;0
2QVTUVPPLT;Stichting;Klein Voorhout (Stichting);2019;1300730;1764314;105963;736732;242201;53176;1430551;286295;433;-14881;34,68;1763881;2;3,15;20,89;0,737244051;0,845984037;0,143828421;0,060059037;-158684,1;0,000245421;-0,00843444;0,810825624
2QVTUVPPLT;Stichting;Klein Voorhout (Stichting);2018;1151046;1687209;120845;859327;279103;104521;1239930;333109;30717;13223;39,44;1656492;5,03;2;20,89;0,682218978;0,837872888;0,140627491;0,071624203;-132236,35;0,018205806;0,007837203;0,734900063
2V3BJ2UKMX;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Scoor Pleegzorg B.V.;2019;769357;769357;92749;223167;223167;8978;199077;0;51259;41792;0;718098;0,67;0;3,44;1;#GETAL!;0,415603561;0,120553917;-22654,55;0,066625767;0,054320686;0,258757638
2V3BJ2UKMX;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Scoor Pleegzorg B.V.;2018;552300;552300;50957;99047;99047;3437;54424;0;52275;43100;0;500025;1,56;0,89;3,45;1;#GETAL!;0,514472927;0,092263263;-31888;0,094649647;0,078037299;0,098540648
2YNVFCK8JW;Vennootschap onder firma (VoF);Gezinshuis Niet zonder Lola;2019;109574;110499;-5410;7486;6208;6208;0;0;55813;55609;0;54686;0;0;2;0,991628884;#GETAL!;-0,72268234;-0,048959719;-21984,85;0,505099594;0,503253423;0
2YNVFCK8JW;Vennootschap onder firma (VoF);Gezinshuis Niet zonder Lola;2018;106099;107949;-4750;9464;8599;8599;0;0;66468;66172;0;41481;0;0;2;0,982862278;#GETAL!;-0,501901944;-0,04400226;-20942,35;0,615735208;0,612993173;0
32LLR57VRC;Vennootschap onder firma (VoF);Gezinshuis Annexus;2019;46342;46342;14162;14591;11357;6789;0;0;14162;14162;0;32180;1;0;1;1;#GETAL!;0,970598314;0,305597514;7210,7;0,305597514;0,305597514;0
354GNZAYCB;Eenmanszaak;Syncope;2019;200395;338792;88069;222086;123338;88194;66864;0;334737;334737;0;4055;0;0;4;0,591498619;#GETAL!;0,396553587;0,259950058;37250,2;0,988031004;0,988031004;0,197360032
354GNZAYCB;Eenmanszaak;Syncope;2018;135471;328480;107108;238327;139394;83708;8477;0;258345;258345;0;70135;0;0;2,5;0,412417803;#GETAL!;0,449416138;0,326071603;57836;0,78648624;0,78648624;0,025806746
35566VNXNK;Stichting;Triade-Vitree (Stichting);2019;43056823;129043728;47487795;93402383;51854699;40410937;97042015;27772026;843817;113224;3337,75;128199911;210;230;1329;0,333660718;1,867155785;0,508421664;0,367997699;28131235,8;0,006539;0,000877408;0,752008769
35566VNXNK;Stichting;Triade-Vitree (Stichting);2018;36617055;119999392;46638558;88161465;45728785;35679169;86145224;20119449;1722128;889459;3344,9;118277264;202,2;259,6;1330,1;0,305143671;2,272864679;0,529012965;0,388656619;28638649,2;0,014351139;0,007412196;0,717880504
35AZ2ATKEB;Stichting;Karakter (Stichting);2019;61953678;71170480;12988693;36221325;15226762;596987;60596328;12647726;606611;459576;7884,48;70563869;144,79;157,05;783,44;0,870496841;1,20391302;0,358592431;0,18250113;2313121;0,008523351;0,006457396;0,851425029
35AZ2ATKEB;Stichting;Karakter (Stichting);2018;61394815;68746549;12529117;37447844;16841226;54617;56242595;13389445;942768;457803;7867,2;67803781;139,55;98,31;762;0,893060319;1,257798662;0,334575123;0,18225085;2217134,65;0,013713677;0,006659287;0,818115175
35X9F6HSEK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Pro Juventus B.V.;2018;3484623;6094287;1453903;2611355;2346415;1369;5075536;1121104;-27095;-28269;1684,98;6121382;20,7;8,7;67,77;0,571785182;2,092950342;0,556761911;0,238568187;539759,95;-0,004445967;-0,004638607;0,83283508
3839XFTRQ2;Stichting;Klimkoord (Stichting);2019;1855296;2653204;304346;843236;831754;420425;1808495;0;-2377;-3073;0;2655581;0;0;0;0,699266246;#GETAL!;0,360926241;0,114708858;-93634,6;-0,000895898;-0,001158222;0,681626818
3839XFTRQ2;Stichting;Klimkoord (Stichting);2018;2075652;2169761;490000;759096;759096;345890;1025137;0;307801;307478;0;1861960;0;0;0;0,95662702;#GETAL!;0,645504653;0,225831324;164535,85;0,141859403;0,141710539;0,472465401
38AV6HLP6Q;Vennootschap onder firma (VoF);Boerderij de Boterbloem;2019;499023;499023;733115;1513000;164068;51024;312242;0;136631;126504;0;362392;1;1;6;1;#GETAL!;0,484543952;1,469100623;658261,55;0,273796999;0,253503346;0,625706631
38AV6HLP6Q;Vennootschap onder firma (VoF);Boerderij de Boterbloem;2018;563074;563074;647008;1478974;228716;178948;150540;0;78189;64898;0;484885;1;0,5;6;1;#GETAL!;0,437470841;1,149063889;562546,9;0,138860967;0,115256609;0,267353847
38NHYWN5EY;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Nova Kwaliteit in Zorg B.V.;2018;143855;743809;622608;1063933;1057395;77781;669181;428624;-13617;-9221;98,35;757426;2,56;10,56;8,87;0,193403145;2,466952387;0,585194744;0,837053598;511036,65;-0,018307119;-0,012397;0,899667791
3CQDGTJVQY;Vennootschap onder firma (VoF);Zorgboerderij De Balloohoeve V.O.F.;2019;156144;481597;75311;85507;85507;39904;130865;0;123091;122684;0;358506;0,54;0,78;3,9;0,324221289;#GETAL!;0,8807583;0,156377635;3071,45;0,255589217;0,254744112;0,271731344
3CQDGTJVQY;Vennootschap onder firma (VoF);Zorgboerderij De Balloohoeve V.O.F.;2018;0;321477;35047;43020;42607;8564;130459;0;113679;113339;0;207798;0,8;0;3,35;0;#GETAL!;0,814667596;0,109018686;-13174,55;0,353614722;0,352557104;0,405811302
3CQSA6Z3Z2;Stichting;Zorg voor Kidzz (Stichting);2019;224212;257416;30783;54513;34056;2553;200908;0;27215;27215;0;230201;0,33;0;3,6;0,871010349;#GETAL!;0,564690991;0,119584641;-7829,4;0,105723809;0,105723809;0,780479846
3CQSA6Z3Z2;Stichting;Zorg voor Kidzz (Stichting);2018;211540;248864;3571;45357;34699;8449;149191;0;-16022;-16022;0;264886;0;0;3;0,850022502;#GETAL!;0,078730957;0,014349203;-33758,6;-0,064380545;-0,064380545;0,599488074
3G3ELY3VF9;Vennootschap onder firma (VoF);Pony Recreatie Het Lamoen;2019;154958;304889;98420;291438;47421;8312;85319;0;98020;90604;0;206869;0;0;2,68;0,508243984;#GETAL!;0,337704761;0,322806005;52686,65;0,321494052;0,297170446;0,279836268
3G3ELY3VF9;Vennootschap onder firma (VoF);Pony Recreatie Het Lamoen;2018;133200;283749;80983;283526;42095;14403;68878;0;85080;76426;0;198669;0;0;2,68;0,469428967;#GETAL!;0,285628126;0,285403649;38420,65;0,299842466;0,269343681;0,242742706
3G52VQG8G7;Vennootschap onder firma (VoF);Bewegender-Wijs;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
3G52VQG8G7;Vennootschap onder firma (VoF);Bewegender-Wijs;2018;25537;72773;12898;14692;8466;2740;11718;0;44610;44574;0;28163;0;0;0,08;0,350913113;#GETAL!;0,877892731;0,177236063;1982,05;0,613002075;0,612507386;0,161021258
3G5DH7PEJG;Eenmanszaak;Psychologisch Pedagogisch Adviesbureau Winkler (Eenmanszaak);2019;81575;128158;12315;13615;13615;3212;38153;0;74684;74684;0;53474;0;0,25;0,15;0,636518984;#GETAL!;0,904517077;0,096092324;-6908,7;0,582749419;0,582749419;0,297702836
3G5DH7PEJG;Eenmanszaak;Psychologisch Pedagogisch Adviesbureau Winkler (Eenmanszaak);2018;82886;134686;15597;17147;17147;4343;36438;0;77536;77536;0;57150;0,2;0,02;0,4;0,615401749;#GETAL!;0,909605179;0,115802682;-4605,9;0,575679729;0,575679729;0,270540368
3G84V8H27K;Maatschap;OPB (Maatschap);2019;69312;134607;19628;25026;18593;18593;22396;0;64245;53107;0;70362;0,2;0;1,5;0,514921215;#GETAL!;0,784304324;0,145817082;-563,05;0,477278299;0,394533717;0,166380649
3G84V8H27K;Maatschap;OPB (Maatschap);2018;50203;88573;1;2;2;1;0;0;53590;44639;0;34983;0,66;0;1,3;0,566798008;#GETAL!;0,5;1,12901E-05;-13284,95;0,605037653;0,503979768;0
3G85X38AXT;Maatschap;Vrijmoet en Maatman (Maatschap);2019;292648;295994;148695;154905;152819;121660;31080;0;217752;217194;0;78242;0,1;0;0,6;0,988695717;#GETAL!;0,959910913;0,502358156;104295,9;0,735663561;0,733778387;0,105002128
3G85X38AXT;Maatschap;Vrijmoet en Maatman (Maatschap);2018;252943;256847;119727;121889;118584;102249;30468;0;184030;183342;0;72817;1,8;0,5;1,3;0,98480029;#GETAL!;0,98226255;0,466141321;81199,95;0,716496591;0,713817954;0,118623149
3G89GAYRYC;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Zorg in Beweging UGVA B.V.;2019;554536;788928;107432;145380;132584;33473;588887;0;-5993;-5362;0;794921;1,65;3,97;8;0,70289811;#GETAL!;0,738973724;0,136174657;-10907,2;-0,007596384;-0,006796564;0,746439472
3G9HBWCSEK;Maatschap;Praktijk Parigger;2019;143606;311099;10489;115553;111627;55585;110882;16648;149903;145810;100;161196;0;0;4;0,461608684;6,705129745;0,0907722;0,033715955;-36175,85;0,481849829;0,468693246;0,356420304
3G9HBWCSEK;Maatschap;Praktijk Parigger;2018;85772;289812;-12762;92078;87616;24126;82236;0;158869;154781;0;130943;0;0;3,5;0,295957379;#GETAL!;-0,138599883;-0,044035444;-56233,8;0,548179509;0,534073813;0,283756366
3G9ZQRLVQ6;Eenmanszaak;ICU Instituut voor Consultatie;2019;410289;552239;112279;132079;120211;58151;426288;0;4836;9303;0;547403;2,1;0,5;8,65;0,742955496;#GETAL!;0,850089719;0,203315956;29443,15;0,008757078;0,016845967;0,771926648
3G9ZQRLVQ6;Vennootschap onder firma (VoF);ICU Instituut voor consultatie bij leerproblemen Utrecht;2018;392386;575611;178712;182069;166971;49783;413917;0;21456;42912;0;554155;0,5;0;7,3;0,681686069;#GETAL!;0,981561935;0,310473566;92370,35;0,037275174;0,074550347;0,719091539
3GC4T4NQTB;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Jeugd & Gezin B.V.;2019;1738047;1791171;617182;763721;663911;473455;1258640;146539;278430;224053;787;1512741;3,11;1,33;17,59;0,97034119;4,530609599;0,808124957;0,344569;348506,35;0,155445795;0,125087443;0,702691145
3GC4T4NQTB;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Jeugd & Gezin B.V.;2018;1183856;1254369;393129;552389;457754;196284;861808;159260;574;-446;0;1253795;6,67;1,44;19,24;0,943786079;2,874255934;0,711688683;0,313407777;204973,65;0,000457601;-0,000355557;0,68704504
3GCWZ6WDA7;Maatschap;AGNO (Maatschap);2019;530000;530000;108000;180000;180000;107000;239000;0;184000;185000;0;346000;0;0;4,7;1;#GETAL!;0,6;0,203773585;28500;0,347169811;0,349056604;0,450943396
3GCWZ6WDA7;Maatschap;AGNO (Maatschap);2018;0;0;0;0;0;0;0;0;-243000;-243000;0;243000;0,7;0,6;3,7;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
3GE4NKTEP6;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorgverlening PGZ B.V.;2019;6252390;12942014;2653851;4985647;3235200;894310;9692693;1955040;585382;493818;562,59;12356632;42,44;35,43;156,87;0,483107961;1,654799902;0,532298215;0,205057034;712548,9;0,045231136;0,038156194;0,748932353
3GE4NKTEP6;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Particulier Gespecialiseerd Zorgverleningsbureau Limburg/Noord-Brabant (PGZ) B.V.;2018;4157415;6145219;2292831;2956301;2669053;115912;5270127;647926;-57084;-6749;454,8;6202303;0;0;0;0,676528371;4,119379374;0,775574273;0,373108102;1371048,15;-0,009289173;-0,001098252;0,857597915
3GE76D62HG;Stichting;Ons Welzijn (Stichting);2019;8739431;19269155;3481539;7848566;7487735;7257428;14685357;3235737;1103692;1096025;4705,64;18165463;29,11;26,05;207,46;0,453545109;2,314074042;0,443589186;0,180679381;591165,75;0,057277654;0,056879765;0,762117332
3GE76D62HG;Stichting;Ons Welzijn (Stichting);2018;0;20195644;2373455;5876062;5523401;4921301;15002039;2863117;437812;437812;5717,55;19757832;19,79;21,93;194,44;0;1,92915658;0,403919326;0,117523115;-655891,6;0,021678536;0,021678536;0,742835386
3GECMBYHK9;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Leestalent;2019;2710824;2711099;91428;838719;805355;8220;2077777;747291;145200;83672;1336;2565899;13,02;10,15;31,7;0,999898565;1,077699317;0,109009096;0,033723593;-315236,85;0,053557616;0,030862761;0,766396579
3GECMBYHK9;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Leestalent;2018;2968775;2968981;7756;1035711;981056;22877;1947363;1027955;107599;53306;1443;2861382;11,8;16,28;32,25;0,999930616;0,954376408;0,007488575;0,002612344;-437591,15;0,036241054;0,017954308;0,655902816
3GGA2FATQB;Vennootschap onder firma (VoF);Psychologen Praktijk Krimpen;2019;87010;186527;103441;123286;122724;108188;0;0;171453;171453;0;15074;0;0;2;0,466474023;#GETAL!;0,839032818;0,554563146;75461,95;0,919185962;0,919185962;0
3GGA2FATQB;Vennootschap onder firma (VoF);Psychologen Praktijk Krimpen;2018;93734;189432;84721;109776;108728;98184;0;0;172107;172107;0;17325;0;0;0;0,494816082;#GETAL!;0,771762498;0,447237003;56306,2;0,908542379;0,908542379;0
3GGLAM4XER;Eenmanszaak;Psychologenpraktijk Visser;2019;299142;402193;134804;141184;123024;115990;71402;0;287505;287530;0;114688;0,5;0,5;1,66;0,743777241;#GETAL!;0,954810743;0,335172417;74475,05;0,714843371;0,71490553;0,177531683
3GGLAM4XER;Eenmanszaak;Psychologenpraktijk Visser;2018;239026;289880;141642;147001;119701;116627;53862;0;186106;186168;0;103774;0;0;1,5;0,824568787;#GETAL!;0,963544466;0,488622878;98160;0,642010487;0,642224369;0,185807921
3GGM5WRN66;Maatschap;Maatschap voor Orthopedagogiek Brabant (Maatschap);2019;115738;136263;104827;106946;103731;32511;4118;0;107458;107238;0;28805;0,5;0;1,8;0,84937217;#GETAL!;0,980186262;0,769299076;84387,55;0,788607326;0,786992801;0,03022097
3GGM5WRN66;Maatschap;Maatschap voor Orthopedagogiek Brabant (Maatschap);2018;130155;146865;101607;107052;102939;5555;12228;0;108935;108935;0;37930;0;0,4;1,3;0,886222041;#GETAL!;0,949136868;0,691839444;79577,25;0,741735608;0,741735608;0,083260137
3GL6G5MUUB;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;DZNN B.V.;2019;623000;831000;769000;1309000;1309000;826000;573000;347000;-3000;-4000;384;834000;1;3,14;5,86;0,749699158;3,772334294;0,587471352;0,925391095;644350;-0,003610108;-0,004813478;0,689530686
3GL6G5MUUB;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;DZNN B.V.;2018;630000;659000;773000;1037000;1037000;506000;539000;264000;-88000;-74000;378;747000;4,37;6,84;10,29;0,95599393;3,928030303;0,745419479;1,172989378;674150;-0,13353566;-0,112291351;0,817905918
3GL9D3ZD7R;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Praktijk Forza B.V.;2019;688819;693113;249111;359313;344265;86491;395370;0;87706;70015;0;605407;1;0;7,85;0,993804762;#GETAL!;0,693298044;0,359408928;145144,05;0,126539251;0,101015275;0,570426467
3GL9D3ZD7R;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Praktijk Forza B.V.;2018;482418;482418;209137;300277;201028;84208;291838;0;34956;30041;0;447462;1;1;6,76;1;#GETAL!;0,69648025;0,433518235;136774,3;0,072459983;0,062271723;0,604948406
3GLR4CJGC6;Eenmanszaak;Pedagogisch Adviesbureau 'De Opstap';2019;298623;298623;81303;107966;94794;68330;212500;0;26275;26056;0;272348;0,44;0;4,7;1;#GETAL!;0,753042625;0,272259672;36509,55;0,087987195;0,087253828;0,711599575
3GLR4CJGC6;Eenmanszaak;Pedagogisch Adviesbureau De Opstap (Eenmanszaak);2018;222953;222953;70200;89250;82753;51756;178259;0;-25925;-26119;0;248878;1,37;1,13;3,53;1;#GETAL!;0,786554622;0,314864568;36757,05;-0,116280113;-0,117150251;0,799536225
3GQY3GEYCB;Stichting;Stichting Columbus Ontdek Jezelf;2019;0;1201196;136300;596838;591089;396495;0;427112;137350;136300;126,36;1063846;3,6;0,3;16,1;0;1,383920377;0,228370178;0,113470241;-43879,4;0,11434437;0,113470241;0
3GQY3GEYCB;Eenmanszaak;Columbus;2018;745249;1000363;183738;395972;393519;346701;269372;0;253620;253079;0;746743;9,5;5,75;11,75;0,744978573;#GETAL!;0,464017658;0,183671327;33683,55;0,253527969;0,252987166;0,269274253
3GVF5PG9YB;Vennootschap onder firma (VoF);Het Huis van de Straat (V.O.F.);2018;1120707;1136822;453685;1153521;278734;151697;248800;180875;411685;391064;21,78;725137;2,4;1,6;6,6;0,985824518;1,541031099;0,3933045;0,399081826;283161,7;0,362136729;0,343997565;0,218855722
3GVUCJP397;Eenmanszaak;Orthopedagogische Praktijk Ermelo;2019;352999;465388;89274;131110;89396;51711;240101;0;89229;88931;0;376159;0,2;0;4,98;0,758504732;#GETAL!;0,68090916;0,191827035;19465,8;0,191730341;0,191090015;0,515915752
3GVUCJP397;Eenmanszaak;Orthopedagogische Praktijk Ermelo;2018;399726;468159;147646;182291;179952;167567;239811;0;139407;138852;0;328752;0;0,3;5,23;0,853825303;#GETAL!;0,809946734;0,315375759;77422,15;0,297777037;0,296591543;0,512242636
3JKHTFZ3PM;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Autisme en adhd centrum ’t Zonneke (AACtZ);2018;1312469;1344686;234617;545564;476578;88051;1081465;310947;-75152;-63085;80,5272;1419838;8;0,8;24,3;0,976041247;1,532666339;0,430044871;0,174477164;32914,1;-0,05588814;-0,046914298;0,804250955
3K2JRNJ45S;Vennootschap onder firma (VoF);Scoor Jeugdhulp;2018;1972705;1983859;20000;566902;463134;269630;1969309;446902;-393099;-395512;394;2376958;14,57;7,7;34,4;0,994377625;1,036321162;0,035279466;0,010081362;-277578,85;-0,198148659;-0,199364975;0,992665809
3K4TVREU5W;Vennootschap onder firma (VoF);Gezinshuis Saasveld (Gezinshuis.com) (V.O.F.);2018;263589;263589;187090;486051;1000;1000;0;0;108245;93768;0;155344;0;0;2;1;#GETAL!;0,384918455;0,70977924;147551,65;0,41065826;0,355735634;0
3K7A5JFG9Q;Eenmanszaak;Westerweelde - pedagogisch centrum (Eenmanszaak);2018;355257;373920;233338;250641;249862;176804;29737;0;208107;208107;0;165813;0,2;0;3,3;0,950088254;#GETAL!;0,930965006;0,624031878;177250;0,556554878;0,556554878;0,079527706
3K7XH3BSXM;Eenmanszaak;kleinschalige zorgpraktijk ULCO;2019;1115175;2195105;370477;574068;552607;427589;1636775;203591;362045;362045;123,3;1833060;0;0;11,5;0,50802809;2,714299748;0,645353861;0,168774159;41211,25;0,164932885;0,164932885;0,745647703
3K7XH3BSXM;Eenmanszaak;Ulco de Boer, sociaal pedagogisch hulpverlener (Eenmanszaak);2018;1115447;1716229;241258;503590;484896;380218;934;262332;352364;352364;111,23;1363865;0;0;10;0,649940655;1,848405837;0,479076233;0,14057448;-16176,35;0,205312927;0,205312927;0,000544216
3K8LGANKAW;Eenmanszaak;JIJ Onderwijsadvies Groenewold (Eenmanszaak);2019;70236;70236;28660;28660;14330;158;56954;0;6321;6321;0;63915;0;0;0;1;#GETAL!;1;0,40805285;18124,6;0,089996583;0,089996583;0,810894698
3K8LGANKAW;Eenmanszaak;JIJ Onderwijsadvies Groenewold (Eenmanszaak);2018;105319;105319;5146;5146;3306;3306;72622;0;38739;38739;0;66580;0;0;0;1;#GETAL!;1;0,048861079;-10651,85;0,367825369;0,367825369;0,689543197
3K8S8YWC8D;Maatschap;Psychotherapeuten Team Bussum (Maatschap);2019;178474;749109;365866;415308;402237;66417;0;0;635820;634991;0;113289;0,5;0;0,5;0,238248372;#GETAL!;0,880951005;0,488401554;253499,65;0,848768337;0,847661689;0
3K8S8YWC8D;Maatschap;Psychotherapeuten Team Bussum (Maatschap);2018;203074;577304;230911;263010;253210;67828;9825;0;445676;445202;0;131628;0,6;0;0,6;0,351762676;#GETAL!;0,877955211;0,399981639;144315,4;0,771995344;0,771174286;0,017018763
3KC2PU6JKQ;Vennootschap onder firma (VoF);SEMMI begeleiding en therapie;2019;355905;712632;385031;555324;554123;210823;267870;0;333221;332837;0;379411;2,96;0;5,67;0,499423265;#GETAL!;0,693344786;0,540294289;278136,2;0,467591969;0,467053121;0,375888256
3KC2PU6JKQ;Vennootschap onder firma (VoF);SEMMI begeleiding en therapie;2018;619825;629109;372503;433956;431708;197265;187621;0;316630;316250;0;312479;2,33;0,56;6;0,985242621;#GETAL!;0,858388869;0,592112019;278136,65;0,50329911;0,502695081;0,298232898
3KHGJBYPY4;Vennootschap onder firma (VoF);Zorgboerderij de Pluimshoeve (VOF);2019;81769;81769;3751;3796;3796;3796;6724;0;42145;42145;0;39624;0;0;1;1;#GETAL!;0,988145416;0,04587313;-8514,35;0,515415377;0,515415377;0,082231653
3KHGJBYPY4;Vennootschap onder firma (VoF);Zorgboerderij de Pluimshoeve (VOF);2018;74328;74328;4645;4645;4645;4645;5122;0;39257;39257;0;35071;0,5;0;0,5;1;#GETAL!;1;0,062493273;-6504,2;0,528158971;0,528158971;0,068910774
3KHK3W8D9M;Vennootschap onder firma (VoF);Villa Saron (Driestroomhuis) V.O.F.;2019;0;898193;328025;904797;123112;116165;136349;0;435499;421442;0;462694;1,15;0;6,55;0;#GETAL!;0,362539885;0,365205474;193296,05;0,484861271;0,46921096;0,151803677
3KHK3W8D9M;Vennootschap onder firma (VoF);Villa Saron (Driestroomhuis) V.O.F.;2018;508019;659831;248091;846414;150682;125432;62811;0;261509;246150;0;398322;0,1;0,1;2,66;0,769922905;#GETAL!;0,293108337;0,375991731;149116,35;0,396327241;0,373050069;0,095192557
3KJSVE7HB4;Vennootschap onder firma (VoF);Driestroomhuis Het Middelpunt V.O.F.;2019;297850;297850;196440;204729;136580;88573;6507;0;86343;86036;0;211507;0;0,15;2;1;#GETAL!;0,959512331;0,659526607;151762,5;0,289887527;0,288856807;0,021846567
3KJSVE7HB4;Vennootschap onder firma (VoF);Driestroomhuis Het Middelpunt V.O.F.;2018;333901;333901;259542;267954;167962;114984;19095;0;132938;132556;0;200963;0;0;0,15;1;#GETAL!;0,968606552;0,777302254;209456,85;0,398135974;0,396991923;0,05718761
3KMJ62436D;Vennootschap onder firma (VoF);Het Weversnest - gezinshuis (Gezinshuis.com) (V.O.F.);2019;123195;123195;58797;70422;58771;58771;0;0;67332;67012;0;55863;0;0;0;1;#GETAL!;0,834923745;0,477267746;40317,75;0,546548155;0,543950647;0
3KMJ62436D;Vennootschap onder firma (VoF);Het Weversnest - gezinshuis (Gezinshuis.com) (V.O.F.);2018;130970;130970;44383;59780;44587;44587;0;0;62582;62266;0;68388;0;0;0;1;#GETAL!;0,742438943;0,338879133;24737,5;0,477834619;0,475421852;0
3KRHF97FFM;Stichting;Het Babyhuis (Stichting);2019;584172;1039762;575680;1089853;442007;259402;262216;0;223598;217146;0;816164;5,56;2,89;10;0,561832419;#GETAL!;0,528218026;0,553665166;419715,7;0,21504729;0,208842023;0,252188482
3KRHF97FFM;Stichting;Het Babyhuis (Stichting);2018;112086;644039;358535;403741;395812;246269;198919;0;123030;123701;0;521009;0;1,98;5,44;0,174036044;#GETAL!;0,888032179;0,556697653;261929,15;0,191028804;0,192070667;0,30886173
3KRPJGZKCD;Vennootschap onder firma (VoF);Kind en Scheiding Apeldoorn (V.O.F);2018;20303;20303;0;16011;16011;16011;0;0;18475;18422;0;1828;0;0;1,2;1;#GETAL!;0;0;-3045,45;0,909964045;0,907353593;0
3KUFWAWYRL;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;DBM Achterhoek B.V.;2019;785551;804079;56187;255124;255124;29728;496191;0;35270;29107;0;768809;2;2;5;0,976957488;#GETAL!;0,220234082;0,069877462;-64424,85;0,043863849;0,036199179;0,61709235
