ConcernCode;ent_RechtsVorm_ent_RechtsVorm;c_naam;jaar;omzet_jeugdwet;omzet_totaal;eigen_vermogen;totaal_passiva;vlot_act;liq_mid;pers_kost_tot;kort_schulden;Bedrijfsresultaat;Nettowinst;jeugdwet_clienten;kosten_tot;qPersVerloopTot_InstroomFte;qPersVerloopTot_UitstroomFte;qPersTotTot_AantalFte;percentage_omzet_uit_jeugdwet;current_ratio;solvabiliteit;Weerstand;Vermogen_boven_15procent;percentage_bedrijfsresultaat;percentage_nettowinst;percentage_personeelskosten
NVF7SRVW47;Vennootschap onder firma (VoF);Alldrik Dienstverlening zorg en arbeid V.O.F.;2017;0;225169;324201;561779;358374;286826;29908;0;140360;130128;;84809;3,5;0,5;3;0;#GETAL!;0,577097043;1,439811875;290425,65;0,623354014;0,57791259;0,132824678
NW2VGC84H9;Maatschap;Talk psychologenpraktijk (Maatschap);2017;83999;83999;55888;56388;56298;51869;49810;0;34189;0;;49810;0;0;2;1;#GETAL!;0,991132865;0,665341254;43288,15;0,40701675;0;0,59298325
NWB68AFZCR;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Spil Helpt;2017;409158;409158;26437;26437;22255;0;166732;0;104897;103056;;304261;4;0;4;1;#GETAL!;1;0,064613181;-34936,7;0,256372844;0,251873359;0,407500281
NWB7JFZ746;Maatschap;hoge & partners (Maatschap);2017;235760;236010;137218;157102;156086;123330;0;0;163685;163826;;72325;0;0;2;0,998940723;#GETAL!;0,873432547;0,581407567;101816,5;0,693551121;0,694148553;0
NWB93HMBST;Eenmanszaak;PEP-Wiersma;2017;475099;611844;50613;248524;106626;9248;219772;0;234788;225188;;377056;1,6;0,8;4,53;0,776503488;#GETAL!;0,203654375;0,082722066;-41163,6;0,383738339;0,368048065;0,359196135
NWMGM5795T;Eenmanszaak;Kinder- & Jeugdpsychologen Alkmaar (Eenmanszaak);2017;107399;111300;58369;60423;59420;59420;32311;0;62129;0;;49171;0;0;0,2;0,964950584;#GETAL!;0,966006322;0,52442947;41674;0,55821204;0;0,290305481
NWR3L4EABT;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Het Talenten-huis B.V.;2017;399190;399190;-204157;345742;64532;176;502107;0;-94677;0;;493867;2,66;4,6;7;1;#GETAL!;-0,59048944;-0,511428142;-264035,5;-0,237172775;0;1,257814575
NWT4URJ9FK;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Praktijk Mees B.V.;2017;123522;123522;117335;152927;152927;105124;64284;0;48765;29194;;74757;0;0;3,2;1;#GETAL!;0,767261504;0,949911757;98806,7;0,394787973;0,236346562;0,520425511
NWTG7NXY69;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Mentaal Beter Cure B.V.;2017;11452665;32210056;16901281;29989883;24441592;545423;17018813;7520573;3390020;2206231;;28820036;128,55;50,11;271,69;0,355561785;3,249964065;0,563566087;0,524720634;12069772,6;0,105247256;0,0684951;0,528369556
NWUEYZQCPG;Vennootschap onder firma (VoF);zorgboerderij De Hettenheuvel;2017;317545;606543;328025;1013512;101580;26743;180043;0;190071;0;;416472;2,9;1;6,4;0,523532544;#GETAL!;0,323651817;0,540810792;237043,55;0,313367725;0;0,296834684
NWUJEU3KL7;Vennootschap onder firma (VoF);Praktijk voor Kind en Ouder;2017;555267;662764;590164;827661;472344;178623;230467;0;362609;0;;300155;0;0;3,8;0,837805011;#GETAL!;0,713050391;0,890458745;490749,4;0,547116319;0;0,347736147
NWUXPN9AVB;Publiekrechtelijke rechtspersoon (bijv. gemeente, zelfstandig bestuursorgaan of universiteit);Zorgbureau Amannij (Eenmanszaak);2017;157105;585198;102110;168172;117702;58580;215266;0;117860;116798;;467338;2,69;1,36;8,63;0,268464691;#GETAL!;0,607175986;0,174487951;14330,3;0,201401919;0,199587148;0,367851565
NWWAUJK46R;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Tatoran B.V.;2017;447312;457153;60784;120595;112835;26415;341778;0;75590;60783;;381563;1,99;1,1;7,24;0,97847329;#GETAL!;0,504034164;0,13296205;-7788,95;0,165349456;0,132959862;0,747622787
NWWDAG4ZZ6;Coöperatie en onderlinge waarborgmaatschappij;Jez Coöperatief U.A.;2017;83000;84000;-290000;154000;154000;1000;82000;0;-22000;0;;106000;0;2,4;0;0,988095238;#GETAL!;-1,883116883;-3,452380952;-302600;-0,261904762;0;0,976190476
NWWE2PAM2T;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Praktijk Leutscher B.V.;2017;1170582;1236869;308098;758875;732998;32272;851847;450777;134340;105196;;1102529;0,1;0,89;5,72;0,946407421;1,626076752;0,405993082;0,249095094;122567,65;0,108612957;0,085050236;0,688712386
NWWMCL2BDK;Stichting;A&B (Stichting);2017;318942;835646;63111;432485;223031;177475;540157;88124;6365;6490;;829281;0;0;12;0,381671186;2,530876946;0,145926448;0,075523607;-62235,9;0,007616862;0,007766447;0,646394526
NWXB9NXJT7;Maatschap;Affect, Verhoef en Karsmakers (Maatschap);2017;1244790;1290193;368240;598961;564976;315014;812642;230721;294335;293800;;995858;2,1;2,1;14,05;0,964809141;2,44874112;0,614797958;0,285414663;174711,05;0,228132535;0,227717869;0,629860804
NWXYTZHR89;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;ZIEN in de Klas B.V.;2017;1089585;3845705;1050448;1528729;1366408;312753;2500246;478281;896701;695629;;2949004;16,78;7,72;57;0,283325164;2,856914659;0,687138139;0,273148356;473592,25;0,233169471;0,180884649;0,650139831
NWZDXKD3Y7;Maatschap;Psychologenpraktijk Bleijenberg-Derks (Maatschap);2017;444153;444153;8147;205286;123008;1310;258169;0;91927;0;;352226;1,6;0,6;3,9;1;#GETAL!;0,039686096;0,018342778;-58475,95;0,206971472;0;0,581261412
NWZLN8UQ9G;Maatschap;Psychologenpraktijk Derksen en Klein Herenbrink (Maatschap);2017;0;578964;135804;208661;201038;39378;371341;0;105173;104325;;473791;11,5;0;11,5;0;#GETAL!;0,650835566;0,234563807;48959,4;0,181657236;0,180192551;0,641388756
NWZMHSPC4B;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Braams;2017;2583000;2863000;1228000;3931000;3877000;452000;1659000;2678000;363000;275000;;2500000;6,9;4,36;31,83;0,902200489;1,447722181;0,312388705;0,428920713;798550;0,12679008;0,096053091;0,579462103
NWZS59RJ59;Stichting;Lokalis (Stichting);2017;19950380;20246923;697487;4013359;3468809;3329094;17880914;2577647;298406;300000;;19948517;76,12;46,36;307,45;0,985353676;1,345726936;0,17379133;0,034449037;-2339551,45;0,014738338;0,014817066;0,883142293
NXBGLSP8N9;Maatschap;Praktijk 'Jij en ik' (Maatschap);2017;978476;1053476;516310;552666;521712;297976;364344;36356;373376;376860;;680100;2;2;12;0,928807111;14,35009352;0,93421705;0,490101341;358288,6;0,354422882;0,357730029;0,34584936
NXC2CECASK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorgburo De Liemers B.V.;2017;1275003;3419612;143997;1208403;438386;5505;2633117;469808;60965;12411;;3358647;14,05;14,19;50,55;0,372850195;0,933117359;0,119163061;0,042109163;-368944,8;0,017828046;0,003629359;0,770004609
NXF2VBTJ4T;Stichting;Bureau Jeugdzorg Noord-Brabant (Stichting);2017;30405301;33376263;5895386;11910892;11106381;7005152;27673418;5362070;-18942;-17116;;33395205;147,28;140,29;518,83;0,910985781;2,071286089;0,494957556;0,176634095;888946,55;-0,000567529;-0,00051282;0,829134706
NXJMQZQ8K6;Vennootschap onder firma (VoF);Eigen-Wijs in zorg;2017;78040;222623;114967;119358;108607;93513;99773;0;95249;107430;;127374;0;0,55;1,7;0,350547787;#GETAL!;0,963211515;0,516420136;81573,55;0,427848875;0,482564695;0,448170225
NXMR4QAZXG;Stichting;De Rading (Stichting);2017;16757386;17220183;3574050;6990033;5611416;2104083;9137849;2416216;86291;153072;;17133892;32,25;22,32;144,9;0,973124734;2,322398329;0,511306599;0,207550059;991022,55;0,005011039;0,008889104;0,530647613
NXNNR9R7AT;Vennootschap onder firma (VoF);Jeugdhulp De Knapzak V.O.F.;2017;223514;266785;291448;441004;120632;69806;4364;0;186970;127323;;79815;0;0,08;0;0,837805724;#GETAL!;0,660873824;1,092445227;251430,25;0,700826508;0,477249471;0,016357741
NXQ7HSCCQQ;Stichting;BOEI-Limburg (Stichting);2017;1254091;2534838;87854;359607;359607;30130;2439513;271753;68274;68274;;2466564;0;0;0;0,49474207;1,323286219;0,244305589;0,034658625;-292371,7;0,026934266;0,026934266;0,962394046
NXRPE6FBV9;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Van Hien Zorg Noord Nederland;2017;151370;611091;182533;271899;262488;147844;529281;0;10742;0;;600349;0,53;0,66;10,3;0,247704515;#GETAL!;0,671326485;0,298700194;90869,35;0,017578397;0;0,866124685
NXXR8WQKGT;Stichting;Rooz (Stichting);2017;1150339;1235489;39169;342656;342656;164523;0;0;9802;9860;;1225687;0;0;0;0,931079921;#GETAL!;0,114309979;0,031703237;-146154,35;0,007933701;0,007980646;0
NXZ8335YFB;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Smelnezorg;2017;228573;342859;200;195658;152857;41806;173172;0;129343;129343;;213516;7,1;0;7,1;0,666667639;#GETAL!;0,001022192;0,00058333;-51228,85;0,377248373;0,377248373;0,505082264
NXZC9MFT9W;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;De Kasparhoeve B.V.;2017;0;1473600;316536;1099172;980167;720112;546315;762899;125575;96992;;1348025;2,8;0,75;10,3;0;1,284792613;0,287976768;0,21480456;95496;0,085216477;0,065819761;0,370734935
NYBBC8VRSW;Vennootschap onder firma (VoF);Zorgboerderij Karin's Zonnestraal;2017;182418;182418;15990;20228;20228;-1004;33102;0;97412;98507;;85006;3;0;7;1;#GETAL!;0,790488432;0,087655823;-11372,7;0,53400432;0,540007017;0,181462356
NZ4U3MXTN6;Stichting;Jeugdhulp Friesland (Stichting);2017;46512993;49451446;11688630;48655521;40759781;5594926;32535960;29426066;-232534;-491409;;49683980;58,3;66,15;481,3;0,940579028;1,385159029;0,240232347;0,236365788;4270913,1;-0,004702269;-0,009937202;0,657937485
NZE43KB2FT;Stichting;Juvent (Stichting);2017;24833507;26650847;7315859;15292862;10002983;0;15676464;0;2302785;2160390;;24348062;57;38;288;0,931809297;#GETAL!;0,478383902;0,274507561;3318231,95;0,086405697;0,081062714;0,588216352
NZFGQVEG3G;Stichting;BEZINN (Stichting);2017;7595322;14896789;2110140;4629204;4409022;1713982;326044;2390732;554543;422205;;14342246;0;0;6,09;0,509863032;1,844214241;0,455832147;0,14165066;-124378,35;0,037225673;0,028342014;0,021886864
NZQJU4FY8K;Stichting;Spirit (Stichting);2017;70702681;85829874;16546356;44762517;27440138;8600636;60978051;15611200;601984;78591;;85227890;362,34;285,98;1089,76;0,823753755;1,757721251;0,369647578;0,192780849;3671874,9;0,007013688;0,00091566;0,710452528
NZSXKH3B8G;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Molendrift B.V.;2017;3769042;5107515;1810191;3828810;3569652;639956;4012655;1814647;259877;216027;;4847638;9;5,67;66,89;0,737940466;1,967133002;0,472781621;0,354417168;1044063,75;0,050881299;0,042295911;0,785637438
NZZR3N5JWB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Lionarons GGZ B.V.;2017;2356837;6567378;1392279;3037594;2911878;10721;4809416;1487638;672368;650401;;5895010;9,99;6,58;47,59;0,358870313;1,957383449;0,458349272;0,211999218;407172,3;0,102379976;0,09903511;0,732319047
P7NCZLKQCM;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;De Veilige Haven B.V.;2017;236322;236322;92557;518266;38474;33265;22390;0;145489;135462;;90833;0,55;0,5;0,61;1;#GETAL!;0,178589759;0,391656299;57108,7;0,615638832;0,573209435;0,094743613
PQG3SPD59S;Vennootschap onder firma (VoF);Life Mapping V.O.F.;2017;108379;131333;52790;54751;21582;904;6418;0;91746;0;;39587;0;0;0,1;0,825222907;#GETAL!;0,964183303;0,401955335;33090,05;0,698575377;0;0,048868144
Q68R2MML74;Maatschap;Van Kind tot Ouder;2017;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
Q7BM853K4X;Eenmanszaak;Zorgboerderij Beumershoek (Eenmanszaak);2017;454737;575876;349246;444786;112630;42826;158503;0;167800;167275;;408076;0;0;7;0,789643951;#GETAL!;0,785200074;0,606460419;262864,6;0,291382173;0,290470518;0,275238072
Q7ZULJQYBU;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Lionarons GGZ Jeugd B.V.;2017;0;0;0;0;0;0;0;0;0;0;;0;10,21;5,43;32,62;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
Q84CS5W6M7;Stichting;Zorgboeren Zuid-Holland/Den Hâneker Landbouw en Zorg (Stichting);2017;813352;3717329;405583;830356;770334;264475;410262;379773;52285;52309;;3665044;2,57;0,41;8,3;0,218800112;2,028406443;0,488444715;0,109106027;-152016,35;0,014065206;0,014071663;0,110364727
Q8TU4M9NZR;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;boba Levensloopbegeleiding B.V.;2017;2767398;7370620;1177059;1948557;1753444;707482;4719559;771498;1141330;859120;;6229290;111,13;23,57;219,07;0,375463394;2,272778413;0,60406701;0,159696064;71466;0,154848574;0,116560072;0,640320489
Q8ZD9K8DX9;Stichting;Stichting Sterk Huis;2017;18993437;31599331;6100204;20689635;5661651;736797;23590827;4883329;2097493;1749265;;29501838;59,08;48,14;393,85;0,601070858;1,159383486;0,294843481;0,193048517;1360304,35;0,066377766;0,055357659;0,746560964
Q98BGSGQR9;Stichting;Jarabee;2017;24126733;25951728;3371648;13337689;4383947;1161896;16097590;3940200;517816;476209;;25433912;14,06;27,18;220,16;0,929677322;1,112620425;0,252791019;0,129919981;-521111,2;0,019953045;0,018349799;0,620289716
Q9A6E77BY7;Stichting;OOK Begeleiding (Stichting);2017;1349068;3074007;434864;944127;666009;278076;2271096;378827;199679;190157;;2874328;5,4;6,5;42,8;0,438863021;1,758082185;0,460599051;0,14146487;-26237,05;0,064957237;0,061859651;0,738806385
Q9CGFTYVEB;Stichting;Jeugdzorg St. Joseph (Stichting);2017;7684275;17148181;3752501;35613815;9305227;8170308;13210539;26104425;190674;194740;;16957507;60,74;52,68;211,93;0,448110211;0,356461673;0,105366443;0,218827933;1180273,85;0,011119197;0,011356307;0,770375528
Q9EQ53LGSB;Stichting;Jeugdbescherming west Haaglanden (Stichting);2017;21998438;23029841;2065716;5598174;5404631;1276787;16984307;3013168;106530;106530;;22923311;30,8;37,97;188,99;0,955214498;1,793670648;0,368998177;0,089697363;-1388760,15;0,004625738;0,004625738;0,737491284
Q9FNY4LY2J;Stichting;Zorgboerderij de Parel;2017;142202;142202;31262;34762;32429;16761;44787;0;48122;48312;;94080;0;0;1;1;#GETAL!;0,899315344;0,219842196;9931,7;0,33840593;0,339742057;0,314953376
Q9JU9ZZHJW;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Indaad B.V.;2017;0;2147113;504430;657773;516438;241121;1070766;153343;397978;397978;;1749135;12,38;5,6;35,08;0;3,367861591;0,766875503;0,234934072;182363,05;0,185354939;0,185354939;0,498700348
Q9XLMR26HQ;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;UnLimiteD B.V.;2017;0;0;0;0;0;0;0;0;0;0;;0;2;1;15;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
Q9YARHZMT7;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Spectrum Brabant Zorg B.V.;2017;678216;1114622;142008;537137;537137;174015;731021;395129;116171;82989;;998451;2,07;0,1;12,63;0,608471751;1,359396552;0,264379479;0,127404627;-25185,3;0,104224571;0,074454838;0,655846556
QA76FW38X7;Maatschap;EduForte (maaschap);2017;136313;232477;631;631;631;631;93725;0;135870;0;;96607;0;0,76;1,5;0,586350478;#GETAL!;1;0,002714247;-34240,55;0,584444913;0;0,403158162
QAGMFXU3T2;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Topaze B.V.;2017;2644843;2644843;27232;646425;633542;309832;1670726;619193;380382;295411;;2264461;5,78;4,89;28,1;1;1,023173712;0,042127084;0,010296263;-369494,45;0,143820257;0,111693208;0,631691938
QAGS3H4U3P;Vennootschap onder firma (VoF);De Baander V.O.F.;2017;491626;699728;282132;1216457;54990;11100;371485;66625;191312;158418;;508416;13,97;3,5;18,92;0,702595866;0,825365854;0,231929283;0,403202387;177172,8;0,273409096;0,226399401;0,530899149
QC3RT4JXRK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Evergreen-GGZ B.V.;2017;60000;534817;78739;239682;230500;101;362569;0;55235;39216;;479582;0,59;1,22;7,8;0,112187907;#GETAL!;0,328514448;0,147226061;-1483,55;0,103278318;0,073326016;0,677930956
QC5AMBSEHR;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;JuniorCare B.V.;2017;1904323;2037093;408372;770333;708225;334365;1423680;361961;199309;158523;;1837784;7,38;8,52;26,43;0,934823791;1,956633449;0,530123985;0,20046802;102808,05;0,097839912;0,077818244;0,698878254
QCAEEB7266;Stichting;Oosterpoort (Stichting);2017;19761266;24001875;2208759;7720591;4879523;727244;18291160;2772017;-780272;-796774;;24782147;19,69;67,17;207,79;0,823321761;1,760278887;0,286086778;0,092024436;-1391522,25;-0,032508794;-0,033196323;0,76207213
QCEZ5PLDHK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Auti-Start B.V.;2017;2083249;2361753;827345;1181237;712168;284207;1322323;353892;338989;342022;;2022764;19,2;8,4;45,2;0,882077423;2,01238796;0,700405592;0,350309706;473082,05;0,143532791;0,144817007;0,559890471
QCF4SEUX46;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;GGZ Centrum Nederland B.V.;2017;182713;931398;160405;451817;416453;0;696455;291412;121964;96317;;809434;4,38;2,11;11,22;0,196170703;1,429086654;0,355022055;0,17221961;20695,3;0,130947243;0,103411216;0,747752304
QCF5W5T6CR;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;EFM Support Team B.V.;2017;477804;996974;134122;337382;306417;72557;626996;203260;269632;212224;;727342;1,2;1,8;12,01;0,479254223;1,507512546;0,397537509;0,134529085;-15424,1;0,270450383;0,212868139;0,628899049
QCHPVFYC6R;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Kinso B.V.;2017;259802;321062;123190;285324;285324;54366;135554;0;148242;120109;;172820;1,4;1,1;2;0,809195732;#GETAL!;0,431754777;0,383695361;75030,7;0,461723904;0,374099084;0,422205057
QCJF3GCQYK;Stichting;Zebra-Zorg (Stichting);2017;184046;344386;96428;148709;148709;89053;194759;0;23272;0;;321114;0,67;0,67;6,1;0,534417775;#GETAL!;0,64843419;0,279999768;44770,1;0,067575337;0;0,565525312
QCTKRR376K;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;City Kids Rotterdam B.V.;2017;902496;1949406;282822;894280;821630;237970;1087145;286458;78549;78549;;1870857;18,5;8,9;38,57;0,462959486;2,868238974;0,316256653;0,145081117;-9588,9;0,040293813;0,040293813;0,557680134
QCVTBQXS99;Stichting;De Parel (Stichting);2017;177763;346743;283883;343657;308832;249516;259231;0;-15031;0;;361774;0,8;0,5;5,72;0,512665;#GETAL!;0,826064943;0,818712995;231871,55;-0,043349109;0;0,747617111
QDNEE3GXNU;Vennootschap onder firma (VoF);IntenZie V.O.F.;2017;125011;228715;18750;33665;30117;4959;67376;0;141854;141544;;86861;0,43;0,53;3,7;0,546579805;#GETAL!;0,556958265;0,081979756;-15557,25;0,620221673;0,618866275;0,294584964
QEQX7EJENP;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Familysupporters Amsterdam B.V.;2017;763247;1237245;56144;456127;443522;112961;885526;389983;75226;71409;;1162019;11,55;5;47,5;0,61689237;1,137285471;0,123088526;0,04537824;-129442,75;0,060801216;0,057716135;0,715724048
QNWC3XQ45L;Eenmanszaak;Personal Care For You (Eenmanszaak);2017;225042;285918;109303;148645;114675;110637;64696;0;170667;170667;;115251;2,08;1,56;2,07;0,787085808;#GETAL!;0,73532914;0,382287929;66415,3;0,596908904;0,596908904;0,226274666
QQ7DE7LNJ8;Vennootschap onder firma (VoF);Driestroomhuis De Beleving V.O.F.;2017;378923;378923;172068;199763;116996;73626;0;0;159748;159504;;219175;0;0;0;1;#GETAL!;0,861360712;0,454097534;115229,55;0,421584332;0,420940402;0
QRGD3PQ7JX;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorgbureau Flevo ZON B.V.;2017;936674;1294930;5493;193091;26256;26256;1006201;163509;-3423;-3423;;1298353;3;0;25,26;0,723339486;0,160578317;0,028447727;0,004241928;-188746,5;-0,002643386;-0,002643386;0,777031191
QUEVEFCWRL;Stichting;Wijken voor Welzijn (Stichting);2017;1226503;1226503;200587;322900;274323;166246;899239;0;100220;100005;;1126283;12,66;8;20,66;1;#GETAL!;0,621204707;0,163543832;16611,55;0,081711989;0,081536694;0,733173095
QV6BVPHKR6;Maatschap;Zorgboerderij Het Haaksbergerveen (Maatschap);2017;201973;204805;465982;801671;188231;177881;0;0;146827;135133;;57978;0;0;2;0,986172213;#GETAL!;0,581263386;2,275247186;435261,25;0,716911208;0,659812993;0
QV6YXBV3AR;Vennootschap onder firma (VoF);Cormeij V.O.F.;2017;202799;512721;1293615;2717550;742641;181291;15852;0;109635;138712;;403086;0;0;4,1;0,395534804;#GETAL!;0,47602252;2,523038846;1216706,85;0,213829744;0,270540898;0,0309174
QV8RNFBXY6;Maatschap;Integratieve Kinder Praktijk Bunnik (Maatschap);2017;87780;87780;10217;10717;9767;1991;0;0;64078;64078;;23702;0;0;1,6;1;#GETAL!;0,953345153;0,116393256;-2950;0,729984051;0,729984051;0
QV9AJNVELB;Stichting;OBD Noordwest;2017;1669301;4045319;1158807;2172939;1550000;1168682;3680306;892492;-514109;-514179;;4559428;6,64;13,94;48,72;0,412650028;1,736710245;0,533290166;0,286456272;552009,15;-0,127087382;-0,127104686;0,909769044
QV9EZJS8VR;Eenmanszaak;Het Vlier Centrum;2017;289899;413229;666343;701649;348164;43848;41959;0;16034;15714;;397195;0;1;0;0,701545632;#GETAL!;0,949681393;1,612527194;604358,65;0,03880173;0,038027341;0,10153934
QVAFYVPBHB;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Roderick Brenninkmeijer Begeleiding Eenmanszaak;2017;161342;161342;3042;43500;43431;15177;157500;0;2880;2204;;158462;0;0;0;1;#GETAL!;0,069931034;0,018854359;-21159,3;0,017850281;0,013660423;0,97618723
QVAGZEU2EG;Vennootschap onder firma (VoF);Auti-View (VOF);2017;50496;227234;146986;157096;122277;87725;9914;0;147528;0;;79706;0;0;0;0,222220266;#GETAL!;0,935644447;0,646848623;112900,9;0,649233829;0;0,043629034
QVC9HXQDX9;Vennootschap onder firma (VoF);van Steenhoven, praktijk voor jeugdhulpverlening;2017;335235;348426;91117;156275;138499;90334;71659;0;236198;106301;;112228;0;0;6,31;0,962141172;#GETAL!;0,583055511;0,261510335;38853,1;0,677900042;0,305089172;0,205664904
QVCX3U9GP7;Vennootschap onder firma (VoF);JMEZ V.O.F.;2017;321805;507006;94003;431611;52008;7311;100799;18270;261628;248404;;245378;0;0;2;0,634716354;2,846633826;0,217795654;0,185408062;17952,1;0,516025451;0,48994292;0,198812243
QVKQ477UQT;Vennootschap onder firma (VoF);Clessidra;2017;0;0;0;0;0;0;1;0;-1;0;;1;0,8;1,2;1,6;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
QVS5PAEQUT;Vennootschap onder firma (VoF);Kinderpraktijk Amsterdam V.O.F.;2017;621111;621111;401514;454454;398592;189925;195081;0;349658;0;;271453;1,6;1,7;5,2;1;#GETAL!;0,883508562;0,646444838;308347,35;0,562955736;0;0,314083956
QVSVEYGJMR;Vennootschap onder firma (VoF);Zorgboerderij Emmen;2017;55000;185461;7862;11787;8859;8859;59095;0;60251;60251;;125210;0,55;0,55;4;0,296558306;#GETAL!;0,667006024;0,042391662;-19957,15;0,324871536;0,324871536;0,31863842
QVVC7LCG69;Coöperatie en onderlinge waarborgmaatschappij;Coöperatieve Vereniging Psyzorg-1e lijn Haarlemmermeer Kennemerland U.A. (Cooperatieve vereniging);2017;278422;278422;0;0;0;0;549;0;277873;277873;;549;0;0,2;2,8;1;#GETAL!;#GETAL!;0;-41763,3;0,998028173;0,998028173;0,001971827
QVYQ8RFSSG;Stichting;Seyscentra (Stichting);2017;7077004;7088469;6743558;7838219;6524993;4464225;4363186;880228;1157009;1157009;;5931460;18,67;13,33;71,09;0,998382584;7,412844172;0,860343147;0,951341961;5680287,65;0,163224104;0,163224104;0,615532917
QVYWGWX4F7;Eenmanszaak;GewoonUNIEK;2017;0;1259404;309303;339581;320582;72896;802793;0;124465;0;;1134939;18;4;28;0;#GETAL!;0,910837179;0,245594742;120392,4;0,098828493;0;0,63743882
QXDZ5PVZN4;Eenmanszaak;NHS-de Oldenhof (Eenmanszaak);2017;102428;198133;110691;114115;88670;41563;42117;0;93343;92717;;104790;0,7;0;2,7;0,516965876;#GETAL!;0,96999518;0,558670186;80971,05;0,471112838;0,467953344;0,212569335
QYDPAPJ8P8;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Care 4 Kidz GGZ B.V.;2017;641625;316216;102827;563815;563815;15821;170894;460988;128588;102827;;187628;4;0;18;2,0290719;1,223057867;0,182377198;0,325179624;55394,6;0,40664609;0,325179624;0,540434387
R34ZMC9PBD;Vennootschap onder firma (VoF);Thus by us t.h.o.d.n. Driestroom;2017;61206;62013;46313;77496;49811;4388;0;0;45377;0;;16636;0,3;0;0,3;0,9869866;#GETAL!;0,597617942;0,746827278;37011,05;0,731733669;0;0
RB2DHNWBRN;Stichting;Op je Gemak;2017;187538;297998;10123;100105;76953;23779;257085;0;-41864;0;;339862;0,06;0,28;4,14;0,629326371;#GETAL!;0,10112382;0,033970027;-34576,7;-0,140484164;0;0,862707132
RB4E5NYXEQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Praktijk Kinderneuropsychologie (KNP);2017;153424;310399;163164;353005;338592;204657;20109;0;9722;9022;;300677;0;0;1;0,494279943;#GETAL!;0,462214416;0,52565891;116604,15;0,031320977;0,029065815;0,064784358
RB4H7MZDW5;Eenmanszaak;Praktijk Vergne;2017;670879;883361;60105;193144;106847;2412;481093;0;207064;207064;;676297;3,11;1,64;12,96;0,759461873;#GETAL!;0,311192685;0,068041265;-72399,15;0,234404734;0,234404734;0,544616527
RB5QPMETAY;Eenmanszaak;Gezinshûs Menaam;2017;0;0;0;0;0;0;0;0;0;0;;0;0;0;1,05;#GETAL!;#GETAL!;#GETAL!;#GETAL!;0;#GETAL!;#GETAL!;#GETAL!
RB768Q5988;Eenmanszaak;Handelsonderneming Broekhuisen;2017;185004;293955;-5155;31330;19249;7211;135843;0;61215;0;;232740;1,4;1;2,8;0,629361637;#GETAL!;-0,164538781;-0,017536698;-49248,25;0,20824616;0;0,462121753
